UF,Município,Marca Modelo,Ano Fabricação Veículo CRV,Qtd. Veículos
SAO PAULO,JACAREI,I/PORSCHE PANAMERA 4EHYB,2024,1.0
SAO PAULO,JAGUARIUNA,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,JAGUARIUNA,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,JARDINOPOLIS,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,JARINU,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,JARINU,I/PORSCHE MACAN,2024,1.0
SAO PAULO,JAU,I/PORSCHE 911 CAR 4GTS,2024,1.0
SAO PAULO,JAU,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,JOSE BONIFACIO,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,JUNDIAI,I/PORSCHE 911 CAR 4GTS C,2024,1.0
SAO PAULO,JUNDIAI,I/PORSCHE 911 CARRERA,2024,2.0
SAO PAULO,JUNDIAI,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,JUNDIAI,I/PORSCHE 911CARRERA GTS,2024,2.0
SAO PAULO,JUNDIAI,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,JUNDIAI,I/PORSCHE BOXSTER GTS4.0,2024,2.0
SAO PAULO,JUNDIAI,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,JUNDIAI,I/PORSCHE CAYMAN GT4 RS,2024,1.0
SAO PAULO,JUNDIAI,I/PORSCHE CAYMAN STYLE,2024,2.0
SAO PAULO,JUNDIAI,I/PORSCHE MACAN,2024,4.0
SAO PAULO,JUNDIAI,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,JUNDIAI,I/PORSCHE PANAMERA 4SEHY,2024,1.0
SAO PAULO,LARANJAL PAULISTA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,LARANJAL PAULISTA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,LAVRINHAS,I/PORSCHE CAYMAN GTS 4.0,2024,1.0
SAO PAULO,LEME,I/PORSCHE 911 TURBO,2024,1.0
SAO PAULO,LEME,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,LEME,I/PORSCHE MACAN,2024,1.0
SAO PAULO,LEME,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,LIMEIRA,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,LIMEIRA,I/PORSCHE 911 TURBO S CA,2024,1.0
SAO PAULO,LIMEIRA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,LIMEIRA,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,LIMEIRA,I/PORSCHE CAYENNE CP PHE,2024,2.0
SAO PAULO,LIMEIRA,I/PORSCHE CAYENNE SCPHEV,2024,2.0
SAO PAULO,LIMEIRA,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,LINS,I/PORSCHE MACAN,2024,1.0
SAO PAULO,LORENA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,LOUVEIRA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,MAIRIPORA,I/PORSCHE 911 CAR 4GTS,2024,1.0
SAO PAULO,MAIRIPORA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,MAIRIPORA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,MAIRIPORA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,MAIRIPORA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,MARILIA,I/PORSCHE 911 CARRERA,2024,2.0
SAO PAULO,MARILIA,I/PORSCHE 911 CARRERA T,2024,2.0
SAO PAULO,MARILIA,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,MARILIA,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,MATAO,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,MATAO,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,MAUA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,MAUA,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,MAUA,I/PORSCHE MACAN,2024,2.0
SAO PAULO,MOCOCA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,MOGI DAS CRUZES,I/PORSCHE 911 CARRERA,2024,3.0
SAO PAULO,MOGI DAS CRUZES,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,MOGI DAS CRUZES,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,MOGI DAS CRUZES,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,MOGI DAS CRUZES,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,MOGI DAS CRUZES,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,MOGI-GUACU,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,MOGI-MIRIM,I/PORSCHE MACAN,2024,1.0
SAO PAULO,MOGI-MIRIM,I/PORSCHE PANAMERA 4EHYB,2024,1.0
SAO PAULO,MONTE ALTO,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,MONTE ALTO,I/PORSCHE MACAN,2024,1.0
SAO PAULO,MONTE AZUL PAULISTA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,MONTE MOR,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,NOVA ALIANCA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,NOVA ALIANCA,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,NOVA ODESSA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,NOVA ODESSA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,NOVO HORIZONTE,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,NOVO HORIZONTE,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,OLIMPIA,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,ONDA VERDE,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,ORLANDIA,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,OSASCO,I/PORSCHE 911 CARRERA,2024,2.0
SAO PAULO,OSASCO,I/PORSCHE 911CARRERA GTS,2024,2.0
SAO PAULO,OSASCO,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,OSASCO,I/PORSCHE CAYENNE CP PHE,2024,2.0
SAO PAULO,OSASCO,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,OSASCO,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,OSASCO,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,OSASCO,I/PORSCHE MACAN,2024,1.0
SAO PAULO,OSASCO,I/PORSCHE MACAN GTS,2024,2.0
SAO PAULO,OURINHOS,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,PANORAMA,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,PARAISO,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,PARANAPANEMA,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,PARDINHO,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,PARIQUERA-ACU,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,PAULINIA,I/PORSCHE 911 CAR 4GTS,2024,1.0
SAO PAULO,PAULINIA,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,PAULINIA,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,PAULINIA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,PAULINIA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,PAULINIA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,PAULO DE FARIA,I/PORSCHE CAYENNE S CP,2024,1.0
SAO PAULO,PEDREGULHO,I/PORSCHE MACAN,2024,1.0
SAO PAULO,PENAPOLIS,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,PENAPOLIS,I/PORSCHE MACAN,2024,1.0
SAO PAULO,PINDAMONHANGABA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,PIRACAIA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,PIRACICABA,I/PORSCHE 911 CARRERA,2024,4.0
SAO PAULO,PIRACICABA,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,PIRACICABA,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,PIRACICABA,I/PORSCHE 911 GT3 RS,2024,1.0
SAO PAULO,PIRACICABA,I/PORSCHE 911 TARGA 4GTS,2024,1.0
SAO PAULO,PIRACICABA,I/PORSCHE 911 TURBO,2024,1.0
SAO PAULO,PIRACICABA,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,PIRACICABA,I/PORSCHE 911CARRERA GTS,2024,3.0
SAO PAULO,PIRACICABA,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,PIRACICABA,I/PORSCHE BOXSTER GTS4.0,2024,2.0
SAO PAULO,PIRACICABA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,PIRACICABA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,PIRACICABA,I/PORSCHE CAYMAN,2024,2.0
SAO PAULO,PIRACICABA,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,PIRACICABA,I/PORSCHE MACAN,2024,6.0
SAO PAULO,PIRACICABA,I/PORSCHE MACAN GTS,2024,2.0
SAO PAULO,PIRACICABA,I/PORSCHE MACAN S,2024,4.0
SAO PAULO,PIRACICABA,I/PORSCHE PANAMERA 4SEHY,2024,1.0
SAO PAULO,PIRANGI,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,PITANGUEIRAS,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,POA,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,POA,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,PORTO FERREIRA,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,PORTO FERREIRA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,PORTO FERREIRA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,PORTO FERREIRA,I/PORSCHE MACAN,2024,2.0
SAO PAULO,PRAIA GRANDE,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,PRAIA GRANDE,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,PRAIA GRANDE,I/PORSCHE MACAN,2024,3.0
SAO PAULO,PRAIA GRANDE,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,PRAIA GRANDE,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,PRESIDENTE PRUDENTE,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,PRESIDENTE PRUDENTE,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,PRESIDENTE PRUDENTE,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,PRESIDENTE PRUDENTE,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,PRESIDENTE PRUDENTE,I/PORSCHE CAYENNE CP PHE,2024,3.0
SAO PAULO,PRESIDENTE PRUDENTE,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,PRESIDENTE PRUDENTE,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,PRESIDENTE PRUDENTE,I/PORSCHE CAYMAN GTS 4.0,2024,1.0
SAO PAULO,PRESIDENTE PRUDENTE,I/PORSCHE MACAN,2024,3.0
SAO PAULO,PRESIDENTE PRUDENTE,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,PROMISSAO,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,RESTINGA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE 911 CARRERA,2024,4.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE 911 CARRERA C,2024,4.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE 911 CARRERA SC,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE 911 CARRERA T,2024,5.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE 911 GT3 RS,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE 911 TARGA 4GTS,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE BOXSTER,2024,12.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE BOXSTER GTS4.0,2024,6.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE CAYENNE CP PHE,2024,10.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE CAYENNE PHEV,2024,5.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE CAYENNE S CP,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE CAYENNE S PHEV,2024,8.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE CAYENNE T PHEV,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE CAYMAN GT4 RS,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE CAYMAN GTS 4.0,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE CAYMAN STYLE,2024,3.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE MACAN,2024,8.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE MACAN E4,2024,2.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE MACAN GTS,2024,3.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE MACAN T,2024,7.0
SAO PAULO,RIBEIRAO PRETO,I/PORSCHE PANAMERA 4EHYB,2024,2.0
SAO PAULO,RIFAINA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,RIO CLARO,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,RIO CLARO,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,RIO CLARO,I/PORSCHE PANAMERA 4SEHY,2024,1.0
SAO PAULO,ROSEIRA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,SALTO,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,SALTO,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,SALTO,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,SALTO,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,SALTO,I/PORSCHE CAYMAN GT4 RS,2024,1.0
SAO PAULO,SALTO,I/PORSCHE MACAN,2024,1.0
SAO PAULO,SALTO,I/PORSCHE MACAN E4,2024,1.0
SAO PAULO,SALTO DE PIRAPORA,I/PORSCHE MACAN E4,2024,1.0
SAO PAULO,SANTA BARBARA D'OESTE,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,SANTA BARBARA D'OESTE,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,SANTA BARBARA D'OESTE,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,SANTA CRUZ DO RIO PARDO,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,SANTA FE DO SUL,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,SANTA ISABEL,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,SANTA ISABEL,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE 911 CAR GTS CA,2024,2.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE 911 CARRERA,2024,5.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE 911 CARRERA SC,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE 911 CARRERA T,2024,2.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE 911 ST,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE 911 TARGA 4GTS,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE BOXSTER,2024,10.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE BOXSTER GTS4.0,2024,3.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE BOXSTER SPD RS,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE CAYENNE CP PHE,2024,9.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE CAYENNE GT CP,2024,3.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE CAYENNE PHEV,2024,4.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE CAYENNE SCPHEV,2024,4.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE MACAN,2024,15.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE MACAN E4,2024,2.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE MACAN E4S,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/PORSCHE PANAMERA 4SEHY,2024,1.0
SAO PAULO,SANTO ANDRE,I/PORSCHE 911 CAR 4GTS C,2024,1.0
SAO PAULO,SANTO ANDRE,I/PORSCHE 911 CARRERA,2024,3.0
SAO PAULO,SANTO ANDRE,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,SANTO ANDRE,I/PORSCHE 911 CARRERA T,2024,2.0
SAO PAULO,SANTO ANDRE,I/PORSCHE 911CARRERA GTS,2024,2.0
SAO PAULO,SANTO ANDRE,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,SANTO ANDRE,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,SANTO ANDRE,I/PORSCHE CAYENNE CP PHE,2024,2.0
SAO PAULO,SANTO ANDRE,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,SANTO ANDRE,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,SANTO ANDRE,I/PORSCHE CAYENNE S PHEV,2024,2.0
SAO PAULO,SANTO ANDRE,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,SANTO ANDRE,I/PORSCHE MACAN,2024,2.0
SAO PAULO,SANTO ANDRE,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,SANTOS,I/PORSCHE 911 CAR 4GTS C,2024,1.0
SAO PAULO,SANTOS,I/PORSCHE 911 CARRERA,2024,3.0
SAO PAULO,SANTOS,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,SANTOS,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,SANTOS,I/PORSCHE CAYENNE CP PHE,2024,4.0
SAO PAULO,SANTOS,I/PORSCHE CAYENNE PHEV,2024,3.0
SAO PAULO,SANTOS,I/PORSCHE CAYENNE S CP,2024,1.0
SAO PAULO,SANTOS,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,SANTOS,I/PORSCHE CAYENNE SCPHEV,2024,4.0
SAO PAULO,SANTOS,I/PORSCHE CAYENNE T PHEV,2024,1.0
SAO PAULO,SANTOS,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,SANTOS,I/PORSCHE CAYMAN GT4 RS,2024,1.0
SAO PAULO,SANTOS,I/PORSCHE MACAN,2024,6.0
SAO PAULO,SANTOS,I/PORSCHE MACAN GTS,2024,2.0
SAO PAULO,SANTOS,I/PORSCHE MACAN S,2024,2.0
SAO PAULO,SANTOS,I/PORSCHE PANAMERA 4SEHY,2024,1.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE 911 CAR 4GTS,2024,2.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE 911 CAR GTS CA,2024,1.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE 911 CARRERA,2024,5.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE 911 CARRERA T,2024,2.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE 911 GT3 RS,2024,2.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE 911 TURBO S CA,2024,1.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE BOXSTER,2024,3.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE CAYENNE CP PHE,2024,2.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE CAYENNE TCPHEV,2024,1.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE CAYMAN GTS 4.0,2024,2.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE MACAN,2024,4.0
SAO PAULO,SAO BERNARDO DO CAMPO,I/PORSCHE MACAN T,2024,4.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE 911 CAR 4GTS,2024,1.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE 911 CAR GTS CA,2024,1.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE 911 CARRERA,2024,3.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE 911CARRERA GTS,2024,2.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE BOXSTER,2024,3.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE CAYENNE CP PHE,2024,4.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE CAYENNE GT CP,2024,2.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE CAYENNE PHEV,2024,2.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE CAYMAN GTS 4.0,2024,2.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE MACAN,2024,4.0
SAO PAULO,SAO CAETANO DO SUL,I/PORSCHE MACAN T,2024,5.0
SAO PAULO,SAO CARLOS,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,SAO CARLOS,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,SAO CARLOS,I/PORSCHE BOXSTER GTS4.0,2024,3.0
SAO PAULO,SAO CARLOS,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,SAO CARLOS,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,SAO CARLOS,I/PORSCHE CAYENNE PHEV,2024,2.0
SAO PAULO,SAO CARLOS,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,SAO CARLOS,I/PORSCHE MACAN,2024,1.0
SAO PAULO,SAO CARLOS,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,SAO JOAO DA BOA VISTA,I/PORSCHE 911 CARRERA,2024,2.0
SAO PAULO,SAO JOAO DA BOA VISTA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,SAO JOAO DA BOA VISTA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,SAO JOAO DA BOA VISTA,I/PORSCHE MACAN,2024,2.0
SAO PAULO,SAO JOAO DA BOA VISTA,I/PORSCHE MACAN T,2024,2.0
SAO PAULO,SAO JOAQUIM DA BARRA,I/PORSCHE MACAN,2024,2.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE 911 CARRERA,2024,4.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE 911 CARRERA SC,2024,1.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE 911 GT3 RS,2024,1.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE 911 TURBO S CA,2024,1.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE BOXSTER,2024,5.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE CAYENNE PHEV,2024,2.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE MACAN,2024,2.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE MACAN S,2024,2.0
SAO PAULO,SAO JOSE DO RIO PRETO,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE 911 CAR 4GTS,2024,1.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE 911 CAR 4GTS C,2024,1.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE 911 CARRERA,2024,4.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE 911 TARGA 4GTS,2024,1.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE BOXSTER,2024,3.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE CAYENNE SCPHEV,2024,1.0
