UF,Município,Marca Modelo,Ano Fabricação Veículo CRV,Qtd. Veículos
ALAGOAS,MACEIO,I/PORSCHE 911 CARRERA,2024,1.0
ALAGOAS,MACEIO,I/PORSCHE BOXSTER,2024,1.0
ALAGOAS,MACEIO,I/PORSCHE CAYENNE CP PHE,2024,3.0
ALAGOAS,MACEIO,I/PORSCHE CAYENNE PHEV,2024,1.0
ALAGOAS,MACEIO,I/PORSCHE CAYENNE SCPHEV,2024,2.0
ALAGOAS,MACEIO,I/PORSCHE CAYENNE T PHEV,2024,1.0
ALAGOAS,MACEIO,I/PORSCHE MACAN,2024,1.0
AMAZONAS,MANAUS,I/PORSCHE BOXSTER GTS4.0,2024,1.0
AMAZONAS,MANAUS,I/PORSCHE CAYENNE PHEV,2024,1.0
AMAZONAS,MANAUS,I/PORSCHE CAYMAN,2024,1.0
AMAZONAS,MANAUS,I/PORSCHE CAYMAN STYLE,2024,1.0
BAHIA,ALAGOINHAS,I/PORSCHE BOXSTER GTS4.0,2024,1.0
BAHIA,ALAGOINHAS,I/PORSCHE MACAN T,2024,1.0
BAHIA,BARREIRAS,I/PORSCHE CAYENNE CP PHE,2024,1.0
BAHIA,CACHOEIRA,I/PORSCHE MACAN GTS,2024,1.0
BAHIA,CAETITE,I/PORSCHE MACAN,2024,1.0
BAHIA,CAMACARI,I/PORSCHE 911 TURBO S,2024,1.0
BAHIA,CAMACARI,I/PORSCHE BOXSTER,2024,2.0
BAHIA,CAMACARI,I/PORSCHE MACAN E4,2024,1.0
BAHIA,CAMACARI,I/PORSCHE PANAMERA 4EHYB,2024,1.0
BAHIA,CONCEICAO DO COITE,I/PORSCHE CAYENNE GT CP,2024,1.0
BAHIA,EUNAPOLIS,I/PORSCHE CAYENNE CP PHE,2024,1.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE 911 CAR 4GTS,2024,1.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE 911 CARRERA,2024,2.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE 911CARRERA GTS,2024,1.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE BOXSTER,2024,3.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE CAYENNE CP PHE,2024,4.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE CAYENNE PHEV,2024,3.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE CAYENNE S PHEV,2024,1.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE CAYMAN STYLE,2024,2.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE MACAN,2024,3.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE MACAN GTS,2024,1.0
BAHIA,FEIRA DE SANTANA,I/PORSCHE MACAN T,2024,2.0
BAHIA,GUANAMBI,I/PORSCHE CAYENNE CP PHE,2024,2.0
BAHIA,GUARATINGA,I/PORSCHE BOXSTER,2024,1.0
BAHIA,ILHEUS,I/PORSCHE CAYENNE SCPHEV,2024,1.0
BAHIA,IRECE,I/PORSCHE BOXSTER,2024,1.0
BAHIA,ITABUNA,I/PORSCHE MACAN,2024,1.0
BAHIA,ITABUNA,I/PORSCHE MACAN GTS,2024,1.0
BAHIA,ITAMARAJU,I/PORSCHE MACAN,2024,1.0
BAHIA,JACOBINA,I/PORSCHE CAYENNE PHEV,2024,1.0
BAHIA,JAGUAQUARA,I/PORSCHE CAYENNE S PHEV,2024,1.0
BAHIA,JAGUAQUARA,I/PORSCHE CAYMAN,2024,1.0
BAHIA,JANDAIRA,I/PORSCHE BOXSTER,2024,1.0
BAHIA,JEQUIE,I/PORSCHE CAYMAN,2024,1.0
BAHIA,JUAZEIRO,I/PORSCHE MACAN T,2024,1.0
BAHIA,LAURO DE FREITAS,I/PORSCHE 911 CAR GTS CA,2024,1.0
BAHIA,LAURO DE FREITAS,I/PORSCHE 911 CARRERA C,2024,1.0
BAHIA,LAURO DE FREITAS,I/PORSCHE CAYENNE PHEV,2024,1.0
BAHIA,LAURO DE FREITAS,I/PORSCHE CAYENNE SCPHEV,2024,1.0
BAHIA,LAURO DE FREITAS,I/PORSCHE MACAN,2024,4.0
BAHIA,LAURO DE FREITAS,I/PORSCHE PANAMERA 4EHYB,2024,1.0
BAHIA,LUIS EDUARDO MAGALHAES,I/PORSCHE BOXSTER,2024,1.0
BAHIA,MADRE DE DEUS,I/PORSCHE CAYENNE PHEV,2024,1.0
BAHIA,NOVA CANAA,I/PORSCHE BOXSTER,2024,1.0
BAHIA,PAULO AFONSO,I/PORSCHE BOXSTER,2024,1.0
BAHIA,PIATA,I/PORSCHE MACAN,2024,2.0
BAHIA,PIRAI DO NORTE,I/PORSCHE CAYENNE PHEV,2024,1.0
BAHIA,POCOES,I/PORSCHE 911 CARRERA C,2024,1.0
BAHIA,PORTO SEGURO,I/PORSCHE BOXSTER,2024,1.0
BAHIA,PORTO SEGURO,I/PORSCHE CAYENNE CP PHE,2024,1.0
BAHIA,PORTO SEGURO,I/PORSCHE MACAN,2024,1.0
BAHIA,SALVADOR,I/PORSCHE 911 CAR 4GTS,2024,3.0
BAHIA,SALVADOR,I/PORSCHE 911 CARRERA,2024,14.0
BAHIA,SALVADOR,I/PORSCHE 911 CARRERA C,2024,1.0
BAHIA,SALVADOR,I/PORSCHE 911 CARRERA T,2024,4.0
BAHIA,SALVADOR,I/PORSCHE 911 GT3 RS,2024,1.0
BAHIA,SALVADOR,I/PORSCHE 911 TARGA 4GTS,2024,1.0
BAHIA,SALVADOR,I/PORSCHE 911 TURBO S,2024,3.0
BAHIA,SALVADOR,I/PORSCHE 911 TURBO S CA,2024,1.0
BAHIA,SALVADOR,I/PORSCHE 911CARRERA GTS,2024,3.0
BAHIA,SALVADOR,I/PORSCHE BOXSTER,2024,21.0
BAHIA,SALVADOR,I/PORSCHE BOXSTER GTS4.0,2024,6.0
BAHIA,SALVADOR,I/PORSCHE BOXSTER STYLE,2024,1.0
BAHIA,SALVADOR,I/PORSCHE CAYENNE CP PHE,2024,15.0
BAHIA,SALVADOR,I/PORSCHE CAYENNE GT CP,2024,1.0
BAHIA,SALVADOR,I/PORSCHE CAYENNE PHEV,2024,8.0
BAHIA,SALVADOR,I/PORSCHE CAYENNE S CP,2024,1.0
BAHIA,SALVADOR,I/PORSCHE CAYENNE S PHEV,2024,6.0
BAHIA,SALVADOR,I/PORSCHE CAYENNE SCPHEV,2024,8.0
BAHIA,SALVADOR,I/PORSCHE CAYENNE T PHEV,2024,1.0
BAHIA,SALVADOR,I/PORSCHE CAYENNE TCPHEV,2024,2.0
BAHIA,SALVADOR,I/PORSCHE CAYMAN,2024,7.0
BAHIA,SALVADOR,I/PORSCHE CAYMAN GT4 RS,2024,1.0
BAHIA,SALVADOR,I/PORSCHE CAYMAN GTS 4.0,2024,4.0
BAHIA,SALVADOR,I/PORSCHE CAYMAN STYLE,2024,2.0
BAHIA,SALVADOR,I/PORSCHE MACAN,2024,20.0
BAHIA,SALVADOR,I/PORSCHE MACAN E4,2024,4.0
BAHIA,SALVADOR,I/PORSCHE MACAN ETURBO,2024,1.0
BAHIA,SALVADOR,I/PORSCHE MACAN GTS,2024,2.0
BAHIA,SALVADOR,I/PORSCHE MACAN S,2024,1.0
BAHIA,SALVADOR,I/PORSCHE MACAN T,2024,2.0
BAHIA,SALVADOR,I/PORSCHE PANAMERA 4EHYB,2024,1.0
BAHIA,SALVADOR,I/PORSCHE PANAMERA 4SEHY,2024,2.0
BAHIA,SALVADOR,I/PORSCHE TAYCAN  4CT,2024,1.0
BAHIA,SANTO ANTONIO DE JESUS,I/PORSCHE BOXSTER,2024,1.0
BAHIA,SANTO ANTONIO DE JESUS,I/PORSCHE CAYENNE SCPHEV,2024,1.0
BAHIA,SANTO ANTONIO DE JESUS,I/PORSCHE MACAN,2024,1.0
BAHIA,SERRINHA,I/PORSCHE BOXSTER,2024,1.0
BAHIA,TANQUE NOVO,I/PORSCHE MACAN,2024,1.0
BAHIA,VITORIA DA CONQUISTA,I/PORSCHE CAYENNE CP PHE,2024,1.0
BAHIA,VITORIA DA CONQUISTA,I/PORSCHE CAYENNE S PHEV,2024,1.0
BAHIA,VITORIA DA CONQUISTA,I/PORSCHE MACAN,2024,1.0
CEARA,ACARAU,I/PORSCHE 911 CARRERA,2024,1.0
CEARA,AQUIRAZ,I/PORSCHE 911 CARRERA S,2024,1.0
CEARA,AQUIRAZ,I/PORSCHE BOXSTER,2024,1.0
CEARA,AQUIRAZ,I/PORSCHE CAYENNE CP PHE,2024,1.0
CEARA,AQUIRAZ,I/PORSCHE CAYENNE PHEV,2024,1.0
CEARA,AQUIRAZ,I/PORSCHE CAYMAN GTS 4.0,2024,1.0
CEARA,CAMOCIM,I/PORSCHE BOXSTER,2024,1.0
CEARA,EUSEBIO,I/PORSCHE 911 CARRERA,2024,1.0
CEARA,EUSEBIO,I/PORSCHE 911 TURBO S,2024,1.0
CEARA,EUSEBIO,I/PORSCHE BOXSTER,2024,2.0
CEARA,EUSEBIO,I/PORSCHE BOXSTER STYLE,2024,1.0
CEARA,EUSEBIO,I/PORSCHE CAYENNE CP PHE,2024,1.0
CEARA,EUSEBIO,I/PORSCHE CAYENNE SCPHEV,2024,4.0
CEARA,EUSEBIO,I/PORSCHE CAYMAN,2024,2.0
CEARA,EUSEBIO,I/PORSCHE MACAN,2024,4.0
CEARA,EUSEBIO,I/PORSCHE MACAN S,2024,1.0
CEARA,FORTALEZA,I/PORSCHE 911 CAR 4GTS,2024,1.0
CEARA,FORTALEZA,I/PORSCHE 911 CAR GTS CA,2024,1.0
CEARA,FORTALEZA,I/PORSCHE 911 CARRERA,2024,10.0
CEARA,FORTALEZA,I/PORSCHE 911 CARRERA C,2024,1.0
CEARA,FORTALEZA,I/PORSCHE 911 CARRERA T,2024,3.0
CEARA,FORTALEZA,I/PORSCHE 911 GT3 RS,2024,1.0
CEARA,FORTALEZA,I/PORSCHE 911 ST,2024,1.0
CEARA,FORTALEZA,I/PORSCHE 911 TARGA 4GTS,2024,1.0
CEARA,FORTALEZA,I/PORSCHE 911CARRERA GTS,2024,5.0
CEARA,FORTALEZA,I/PORSCHE BOXSTER,2024,20.0
CEARA,FORTALEZA,I/PORSCHE BOXSTER GTS4.0,2024,4.0
CEARA,FORTALEZA,I/PORSCHE BOXSTER SPD RS,2024,1.0
CEARA,FORTALEZA,I/PORSCHE BOXSTER STYLE,2024,2.0
CEARA,FORTALEZA,I/PORSCHE CAYENNE CP PHE,2024,14.0
CEARA,FORTALEZA,I/PORSCHE CAYENNE GT CP,2024,3.0
CEARA,FORTALEZA,I/PORSCHE CAYENNE PHEV,2024,14.0
CEARA,FORTALEZA,I/PORSCHE CAYENNE S CP,2024,2.0
CEARA,FORTALEZA,I/PORSCHE CAYENNE S PHEV,2024,11.0
CEARA,FORTALEZA,I/PORSCHE CAYENNE SCPHEV,2024,5.0
CEARA,FORTALEZA,I/PORSCHE CAYENNE T PHEV,2024,1.0
CEARA,FORTALEZA,I/PORSCHE CAYENNE TCPHEV,2024,1.0
CEARA,FORTALEZA,I/PORSCHE CAYMAN,2024,5.0
CEARA,FORTALEZA,I/PORSCHE CAYMAN GT4 RS,2024,1.0
CEARA,FORTALEZA,I/PORSCHE CAYMAN GTS 4.0,2024,2.0
CEARA,FORTALEZA,I/PORSCHE CAYMAN STYLE,2024,3.0
CEARA,FORTALEZA,I/PORSCHE MACAN,2024,15.0
CEARA,FORTALEZA,I/PORSCHE MACAN E4,2024,4.0
CEARA,FORTALEZA,I/PORSCHE MACAN ETURBO,2024,1.0
CEARA,FORTALEZA,I/PORSCHE MACAN GTS,2024,3.0
CEARA,FORTALEZA,I/PORSCHE MACAN S,2024,3.0
CEARA,FORTALEZA,I/PORSCHE MACAN T,2024,5.0
CEARA,FORTALEZA,I/PORSCHE PANAMERA 4EHYB,2024,3.0
CEARA,FORTALEZA,I/PORSCHE PANAMERA 4SEHY,2024,3.0
CEARA,JUAZEIRO DO NORTE,I/PORSCHE 911 CARRERA S,2024,1.0
CEARA,JUAZEIRO DO NORTE,I/PORSCHE 911 CARRERA T,2024,1.0
CEARA,JUAZEIRO DO NORTE,I/PORSCHE BOXSTER,2024,2.0
CEARA,JUAZEIRO DO NORTE,I/PORSCHE BOXSTER GTS4.0,2024,1.0
CEARA,MARACANAU,I/PORSCHE CAYENNE CP PHE,2024,1.0
CEARA,MARACANAU,I/PORSCHE MACAN,2024,1.0
CEARA,MARANGUAPE,I/PORSCHE MACAN,2024,1.0
CEARA,SOBRAL,I/PORSCHE 911 CARRERA S,2024,1.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911 CAR GTS CA,2024,4.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911 CARRERA,2024,15.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911 CARRERA C,2024,4.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911 CARRERA S,2024,2.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911 CARRERA SC,2024,3.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911 CARRERA T,2024,2.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911 GT3 RS,2024,2.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911 TARGA 4GTS,2024,2.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911 TURBO CAB,2024,1.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911 TURBO S,2024,3.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE 911CARRERA GTS,2024,4.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE BOXSTER,2024,24.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE BOXSTER GTS4.0,2024,3.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE BOXSTER SPD RS,2024,1.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE BOXSTER STYLE,2024,2.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYENNE CP PHE,2024,52.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYENNE GT CP,2024,3.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYENNE PHEV,2024,36.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYENNE S CP,2024,1.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYENNE S PHEV,2024,14.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYENNE SCPHEV,2024,16.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYENNE T PHEV,2024,1.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYENNE TCPHEV,2024,4.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYMAN,2024,3.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYMAN GT4 RS,2024,3.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYMAN GTS 4.0,2024,4.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE CAYMAN STYLE,2024,3.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE MACAN,2024,24.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE MACAN E4,2024,4.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE MACAN E4S,2024,6.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE MACAN ETURBO,2024,5.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE MACAN GTS,2024,3.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE MACAN S,2024,2.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE MACAN T,2024,10.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE PANAMERA 4EHYB,2024,10.0
DISTRITO FEDERAL,BRASILIA,I/PORSCHE PANAMERA 4SEHY,2024,3.0
ESPIRITO SANTO,ANCHIETA,I/PORSCHE CAYENNE CP PHE,2024,1.0
ESPIRITO SANTO,APIACA,I/PORSCHE MACAN,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE BOXSTER,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE BOXSTER SPD RS,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE CAYENNE CP PHE,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE CAYENNE S PHEV,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE CAYMAN GTS 4.0,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE MACAN,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE MACAN E4,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE MACAN ETURBO,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE MACAN T,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE PANAMERA 4SEHY,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE TAYCAN 4S,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE TAYCAN 4S CT,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE TAYCAN TURBOCT,2024,1.0
ESPIRITO SANTO,CARIACICA,I/PORSCHE TAYCAN TURBOGT,2024,1.0
ESPIRITO SANTO,CASTELO,I/PORSCHE PANAMERA 4EHYB,2024,1.0
ESPIRITO SANTO,GUACUI,I/PORSCHE BOXSTER,2024,1.0
ESPIRITO SANTO,GUARAPARI,I/PORSCHE 911 CAR 4GTS,2024,1.0
ESPIRITO SANTO,GUARAPARI,I/PORSCHE 911 CARRERA,2024,2.0
ESPIRITO SANTO,GUARAPARI,I/PORSCHE 911 TARGA 4GTS,2024,1.0
ESPIRITO SANTO,GUARAPARI,I/PORSCHE 911CARRERA GTS,2024,1.0
ESPIRITO SANTO,GUARAPARI,I/PORSCHE BOXSTER,2024,4.0
ESPIRITO SANTO,GUARAPARI,I/PORSCHE CAYENNE SCPHEV,2024,1.0
ESPIRITO SANTO,GUARAPARI,I/PORSCHE MACAN,2024,1.0
ESPIRITO SANTO,GUARAPARI,I/PORSCHE MACAN GTS,2024,2.0
ESPIRITO SANTO,GUARAPARI,I/PORSCHE MACAN T,2024,1.0
ESPIRITO SANTO,LINHARES,I/PORSCHE 911 TARGA 4GTS,2024,1.0
ESPIRITO SANTO,MARATAIZES,I/PORSCHE 911 CARRERA,2024,1.0
ESPIRITO SANTO,PINHEIROS,I/PORSCHE MACAN,2024,1.0
ESPIRITO SANTO,SAO JOSE DO CALCADO,I/PORSCHE 911 CARRERA,2024,1.0
ESPIRITO SANTO,SERRA,I/PORSCHE CAYENNE TCPHEV,2024,1.0
ESPIRITO SANTO,SERRA,I/PORSCHE CAYMAN GT4 RS,2024,1.0
ESPIRITO SANTO,SERRA,I/PORSCHE PANAMERA 4EHYB,2024,1.0
ESPIRITO SANTO,VENDA NOVA DO IMIGRANTE,I/PORSCHE 911 GT3 RS,2024,1.0
ESPIRITO SANTO,VIANA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
ESPIRITO SANTO,VILA VELHA,I/PORSCHE 911 CARRERA,2024,1.0
ESPIRITO SANTO,VILA VELHA,I/PORSCHE 911 CARRERA C,2024,1.0
ESPIRITO SANTO,VILA VELHA,I/PORSCHE 911 TURBO S,2024,1.0
ESPIRITO SANTO,VILA VELHA,I/PORSCHE BOXSTER,2024,3.0
ESPIRITO SANTO,VILA VELHA,I/PORSCHE CAYENNE GT CP,2024,1.0
ESPIRITO SANTO,VILA VELHA,I/PORSCHE CAYENNE S CP,2024,1.0
ESPIRITO SANTO,VILA VELHA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
ESPIRITO SANTO,VILA VELHA,I/PORSCHE CAYMAN GT4 RS,2024,1.0
ESPIRITO SANTO,VILA VELHA,I/PORSCHE MACAN,2024,2.0
ESPIRITO SANTO,VILA VELHA,I/PORSCHE MACAN T,2024,1.0
ESPIRITO SANTO,VITORIA,I/PORSCHE 911 CARRERA,2024,2.0
ESPIRITO SANTO,VITORIA,I/PORSCHE 911 CARRERA C,2024,1.0
ESPIRITO SANTO,VITORIA,I/PORSCHE 911 CARRERA S,2024,3.0
ESPIRITO SANTO,VITORIA,I/PORSCHE 911 ST,2024,1.0
ESPIRITO SANTO,VITORIA,I/PORSCHE 911 TURBO S,2024,2.0
ESPIRITO SANTO,VITORIA,I/PORSCHE BOXSTER,2024,8.0
ESPIRITO SANTO,VITORIA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
ESPIRITO SANTO,VITORIA,I/PORSCHE CAYENNE CP PHE,2024,1.0
ESPIRITO SANTO,VITORIA,I/PORSCHE CAYENNE GT CP,2024,2.0
ESPIRITO SANTO,VITORIA,I/PORSCHE CAYENNE PHEV,2024,1.0
ESPIRITO SANTO,VITORIA,I/PORSCHE CAYENNE S PHEV,2024,2.0
ESPIRITO SANTO,VITORIA,I/PORSCHE MACAN,2024,2.0
ESPIRITO SANTO,VITORIA,I/PORSCHE MACAN T,2024,1.0
ESPIRITO SANTO,VITORIA,I/PORSCHE PANAMERA 4EHYB,2024,1.0
GOIAS,ACREUNA,I/PORSCHE CAYMAN STYLE,2024,1.0
GOIAS,ANAPOLIS,I/PORSCHE 911 CARRERA,2024,4.0
GOIAS,ANAPOLIS,I/PORSCHE 911CARRERA GTS,2024,2.0
GOIAS,ANAPOLIS,I/PORSCHE BOXSTER,2024,3.0
GOIAS,ANAPOLIS,I/PORSCHE CAYENNE CP PHE,2024,1.0
GOIAS,ANAPOLIS,I/PORSCHE CAYMAN,2024,1.0
GOIAS,ANAPOLIS,I/PORSCHE MACAN,2024,2.0
GOIAS,ANAPOLIS,I/PORSCHE MACAN GTS,2024,1.0
GOIAS,APARECIDA DE GOIANIA,I/PORSCHE 911 CAR GTS CA,2024,1.0
GOIAS,APARECIDA DE GOIANIA,I/PORSCHE 911CARRERA GTS,2024,1.0
GOIAS,APARECIDA DE GOIANIA,I/PORSCHE BOXSTER,2024,1.0
GOIAS,APARECIDA DE GOIANIA,I/PORSCHE CAYENNE CP PHE,2024,1.0
GOIAS,APARECIDA DE GOIANIA,I/PORSCHE CAYENNE PHEV,2024,1.0
GOIAS,APARECIDA DE GOIANIA,I/PORSCHE CAYENNE S CP,2024,1.0
GOIAS,APARECIDA DE GOIANIA,I/PORSCHE MACAN,2024,2.0
GOIAS,BURITI ALEGRE,I/PORSCHE BOXSTER,2024,1.0
GOIAS,CAIAPONIA,I/PORSCHE 911 CAR GTS CA,2024,1.0
GOIAS,CALDAS NOVAS,I/PORSCHE CAYENNE S PHEV,2024,1.0
GOIAS,CALDAS NOVAS,I/PORSCHE MACAN,2024,2.0
GOIAS,CATALAO,I/PORSCHE CAYENNE S,2024,1.0
GOIAS,CATALAO,I/PORSCHE MACAN,2024,1.0
GOIAS,GOIANESIA,I/PORSCHE MACAN,2024,1.0
GOIAS,GOIANIA,I/PORSCHE 911 CAR 4GTS,2024,2.0
GOIAS,GOIANIA,I/PORSCHE 911 CAR 4GTS C,2024,2.0
GOIAS,GOIANIA,I/PORSCHE 911 CAR GTS CA,2024,1.0
GOIAS,GOIANIA,I/PORSCHE 911 CARRERA,2024,16.0
GOIAS,GOIANIA,I/PORSCHE 911 CARRERA C,2024,1.0
GOIAS,GOIANIA,I/PORSCHE 911 CARRERA S,2024,2.0
GOIAS,GOIANIA,I/PORSCHE 911 CARRERA SC,2024,2.0
GOIAS,GOIANIA,I/PORSCHE 911 CARRERA T,2024,4.0
GOIAS,GOIANIA,I/PORSCHE 911 TARGA 4GTS,2024,5.0
GOIAS,GOIANIA,I/PORSCHE 911 TURBO S,2024,1.0
GOIAS,GOIANIA,I/PORSCHE 911CARRERA GTS,2024,8.0
GOIAS,GOIANIA,I/PORSCHE BOXSTER,2024,20.0
GOIAS,GOIANIA,I/PORSCHE BOXSTER GTS4.0,2024,4.0
GOIAS,GOIANIA,I/PORSCHE BOXSTER SPD RS,2024,1.0
GOIAS,GOIANIA,I/PORSCHE BOXSTER STYLE,2024,4.0
GOIAS,GOIANIA,I/PORSCHE CAYENNE CP PHE,2024,31.0
GOIAS,GOIANIA,I/PORSCHE CAYENNE GT CP,2024,5.0
GOIAS,GOIANIA,I/PORSCHE CAYENNE PHEV,2024,12.0
GOIAS,GOIANIA,I/PORSCHE CAYENNE S,2024,3.0
GOIAS,GOIANIA,I/PORSCHE CAYENNE S CP,2024,4.0
GOIAS,GOIANIA,I/PORSCHE CAYENNE S PHEV,2024,4.0
GOIAS,GOIANIA,I/PORSCHE CAYENNE SCPHEV,2024,12.0
GOIAS,GOIANIA,I/PORSCHE CAYENNE TCPHEV,2024,2.0
GOIAS,GOIANIA,I/PORSCHE CAYMAN,2024,4.0
GOIAS,GOIANIA,I/PORSCHE CAYMAN GTS 4.0,2024,2.0
GOIAS,GOIANIA,I/PORSCHE CAYMAN STYLE,2024,6.0
GOIAS,GOIANIA,I/PORSCHE MACAN,2024,35.0
GOIAS,GOIANIA,I/PORSCHE MACAN E4,2024,3.0
GOIAS,GOIANIA,I/PORSCHE MACAN E4S,2024,1.0
GOIAS,GOIANIA,I/PORSCHE MACAN GTS,2024,7.0
GOIAS,GOIANIA,I/PORSCHE MACAN S,2024,3.0
GOIAS,GOIANIA,I/PORSCHE MACAN T,2024,9.0
GOIAS,GOIANIA,I/PORSCHE PANAMERA 4EHYB,2024,3.0
GOIAS,GOIANIA,I/PORSCHE PANAMERA 4SEHY,2024,1.0
GOIAS,GOIANIA,I/PORSCHE TAYCAN  4CT,2024,1.0
GOIAS,GOIANIA,I/PORSCHE TAYCAN 4S,2024,1.0
GOIAS,HIDROLINA,I/PORSCHE MACAN,2024,1.0
GOIAS,INHUMAS,I/PORSCHE 911CARRERA GTS,2024,1.0
GOIAS,ITABERAI,I/PORSCHE CAYENNE TCPHEV,2024,1.0
GOIAS,ITUMBIARA,I/PORSCHE 911 CARRERA C,2024,1.0
GOIAS,ITUMBIARA,I/PORSCHE CAYENNE PHEV,2024,1.0
GOIAS,JATAI,I/PORSCHE BOXSTER,2024,1.0
GOIAS,JATAI,I/PORSCHE CAYENNE S,2024,1.0
GOIAS,NOVO PLANALTO,I/PORSCHE CAYENNE CP PHE,2024,1.0
GOIAS,OUVIDOR,I/PORSCHE CAYENNE CP PHE,2024,1.0
GOIAS,PALMEIRAS DE GOIAS,I/PORSCHE BOXSTER,2024,1.0
GOIAS,PARAUNA,I/PORSCHE 911 CAR 4GTS C,2024,1.0
GOIAS,PARAUNA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
GOIAS,PORANGATU,I/PORSCHE MACAN T,2024,1.0
GOIAS,RIALMA,I/PORSCHE MACAN E4,2024,1.0
GOIAS,RIALMA,I/PORSCHE PANAMERA 4SEHY,2024,1.0
GOIAS,RIO VERDE,I/PORSCHE BOXSTER GTS4.0,2024,1.0
GOIAS,RIO VERDE,I/PORSCHE CAYENNE S PHEV,2024,1.0
GOIAS,RIO VERDE,I/PORSCHE CAYENNE TCPHEV,2024,1.0
GOIAS,RIO VERDE,I/PORSCHE CAYMAN GTS 4.0,2024,1.0
GOIAS,RIO VERDE,I/PORSCHE MACAN,2024,1.0
GOIAS,RIO VERDE,I/PORSCHE MACAN GTS,2024,1.0
GOIAS,SANTA BARBARA DE GOIAS,I/PORSCHE BOXSTER,2024,1.0
GOIAS,SENADOR CANEDO,I/PORSCHE 911 CARRERA S,2024,1.0
GOIAS,SENADOR CANEDO,I/PORSCHE BOXSTER,2024,2.0
GOIAS,SENADOR CANEDO,I/PORSCHE BOXSTER GTS4.0,2024,1.0
GOIAS,SENADOR CANEDO,I/PORSCHE CAYENNE PHEV,2024,1.0
GOIAS,SENADOR CANEDO,I/PORSCHE MACAN E4,2024,1.0
